,Dataset Name,Cross Validation,Algorithm Name,Accuracy,TPR,FPR,Precision,AUC,AUPRC,Training Time,Inference Time
0,Meta,1,Snapshot Ensemble,0.9019607843137256,1.0,1.0,0.9019607843137256,0.4478260869565217,0.4349557046968668,683.7681336402893,1988.5501300587373
1,Meta,1,RandomForest,0.9019607843137256,1.0,1.0,0.9019607843137256,0.5,0.7500000000000001,4.816612720489502,8.353761598175648
2,Meta,2,Snapshot Ensemble,0.4901960784313725,0.5217391304347826,0.8,0.8571428571428571,0.5521739130434782,0.7176881621523277,600.0987775325775,1870.4691073473764
3,Meta,2,RandomForest,0.0588235294117647,0.0434782608695652,0.8,0.3333333333333333,0.1217391304347826,0.2866427610936801,5.132069110870361,8.200369629205442
4,Meta,3,Snapshot Ensemble,0.9019607843137256,1.0,1.0,0.9019607843137256,0.7521739130434781,0.8401358145790769,475.0878510475159,1236.1726947859222
5,Meta,3,RandomForest,0.6078431372549019,0.6304347826086957,0.6,0.90625,0.5152173913043478,0.663792441235213,2.439582109451294,3.8712211683684714
6,Meta,4,Snapshot Ensemble,0.9019607843137256,1.0,1.0,0.9019607843137256,0.8,0.6414568947048099,529.185623884201,1669.2092932906808
7,Meta,4,RandomForest,0.6274509803921569,0.6739130434782609,0.8,0.8857142857142857,0.4369565217391304,0.6470918301910993,2.758798360824585,4.130821602017272
8,Meta,5,Snapshot Ensemble,0.92,1.0,1.0,0.92,1.0,1.0,468.7487025260925,1472.5170135498047
9,Meta,5,RandomForest,0.66,0.6956521739130435,0.75,0.9142857142857144,0.4728260869565215,0.6645145472376592,2.956507682800293,3.167915344238281
10,Meta,6,Snapshot Ensemble,0.92,1.0,1.0,0.92,1.0,1.0,401.10914945602417,856.8052339553833
11,Meta,6,RandomForest,0.62,0.6521739130434783,0.75,0.9090909090909092,0.4510869565217388,0.6456016177957531,2.5391013622283936,2.8122949600219727
12,Meta,7,Snapshot Ensemble,0.92,1.0,1.0,0.92,0.4999999999999996,0.6925214924907854,275.7441039085388,904.132318496704
13,Meta,7,RandomForest,0.52,0.5217391304347826,0.5,0.9230769230769232,0.5108695652173911,0.6357539315448657,1.9674627780914309,3.3322572708129883
14,Meta,8,Snapshot Ensemble,0.9,1.0,1.0,0.9,0.2311111111111108,0.3577466538178711,218.1892409324646,166.51133060455322
15,Meta,8,RandomForest,0.44,0.4888888888888889,1.0,0.8148148148148148,0.2444444444444442,0.5364013266998341,0.6647615432739258,1.051802635192871
16,Meta,9,Snapshot Ensemble,0.6875,0.6511627906976745,0.0,1.0,0.8418604651162788,0.9080491200174112,146.7579379081726,242.7138388156891
17,Meta,9,RandomForest,0.25,0.1627906976744186,0.0,1.0,0.5813953488372093,0.7906976744186046,0.5064113140106201,0.7885843515396118
18,Meta,10,Snapshot Ensemble,0.8214285714285714,1.0,1.0,0.8214285714285714,0.8695652173913043,0.8430931701978963,88.43453669548035,101.63164990288873
19,Meta,10,RandomForest,0.8214285714285714,1.0,1.0,0.8214285714285714,0.5,0.75,0.1370270252227783,0.3862040383475167
